Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
108,778,0,1,34,5,139064.06,2,0,0,67949.32,0
1794,617,0,0,35,2,104508.1,1,1,1,147636.46,0
501,660,1,1,35,9,113948.58,1,1,0,188891.96,1
871,537,0,1,47,10,0.0,2,0,1,25482.62,0
2473,554,0,0,39,10,0.0,2,1,1,18391.93,0
1686,806,0,1,31,9,0.0,2,0,1,140168.36,0
2088,611,1,1,37,1,117524.72,2,0,1,161064.29,0
379,665,0,0,37,5,160389.82,1,0,1,183542.08,0
1358,648,0,0,37,7,0.0,2,1,0,194238.92,0
1804,692,0,1,27,1,125547.53,1,0,0,7900.46,0
915,507,2,1,46,6,92783.68,1,1,1,51424.29,0
487,696,1,1,49,5,97036.22,2,1,0,152450.84,1
624,681,0,1,34,3,0.0,2,0,0,55816.2,0
2314,687,0,0,26,6,0.0,2,1,1,32909.13,0
2846,641,2,1,40,5,102145.13,1,1,1,100637.07,0
1135,507,0,0,33,1,113452.66,1,0,0,142911.99,0
2570,688,2,0,46,8,155681.72,1,1,0,26287.21,0
2607,535,1,1,38,8,127475.24,1,0,0,60775.76,1
2600,701,0,1,41,10,0.0,2,1,1,146257.77,0
2762,488,0,1,43,10,112751.13,1,1,1,28332.0,0
1642,539,0,0,29,4,0.0,2,1,1,100919.19,0
2775,674,0,1,45,7,144889.18,1,1,1,102591.9,1
997,538,2,1,40,8,0.0,2,1,1,25554.4,0
934,829,0,0,22,7,150126.44,1,1,0,152107.93,1
1154,768,0,1,54,8,69712.74,1,1,1,69381.05,0
1060,585,2,0,44,4,0.0,2,0,1,101728.46,0
80,581,0,1,31,3,0.0,2,0,0,89040.61,0
1820,682,1,0,35,2,117438.92,2,1,1,16910.98,0
2662,653,0,1,38,8,119315.75,1,1,0,150468.35,0
887,712,0,0,30,1,89571.59,1,1,1,177613.19,0
2389,620,1,0,34,8,102251.57,1,1,0,120672.09,0
1330,709,0,1,42,9,118546.71,1,0,1,77142.85,0
2886,832,0,1,61,2,0.0,1,0,1,127804.66,1
1382,635,2,1,38,0,103257.14,1,0,0,158344.63,0
2473,749,2,0,43,1,124209.02,1,1,1,167179.48,0
2011,629,2,1,32,3,0.0,2,1,1,15404.64,0
1863,836,2,0,41,7,150302.84,1,1,1,156036.19,0
1583,542,2,1,34,8,108653.93,1,0,1,144725.14,0
1973,645,0,0,45,8,85325.93,1,0,0,22558.74,0
60,844,0,0,29,8,0.0,2,0,0,147342.03,0
2853,747,1,1,37,9,135776.36,3,1,0,85470.45,1
2843,645,0,1,40,6,131411.24,1,1,1,194656.11,0
1154,752,2,0,36,3,0.0,2,1,1,48505.1,0
2552,760,2,0,41,6,0.0,2,0,0,101491.23,0
1684,714,1,0,45,9,106431.97,2,1,1,164117.69,0
1258,717,0,1,50,9,90305.76,1,1,1,124626.57,0
1362,645,1,1,28,7,117466.03,2,1,1,34490.06,0
2568,681,0,1,32,3,148884.47,2,1,1,90967.37,0
633,681,1,0,44,4,91115.76,2,0,0,24208.84,1
716,679,1,0,37,8,77373.87,2,0,1,174873.09,0
125,528,2,1,23,7,104744.89,1,1,0,170262.97,0
2369,710,0,0,31,3,0.0,2,1,1,112289.06,0
473,733,1,1,39,5,91538.51,1,1,1,93783.0,0
2629,724,0,0,32,6,0.0,2,1,1,150026.79,0
19,726,0,0,34,0,185734.75,1,1,1,102036.82,0
2478,520,0,1,30,3,143396.54,2,1,1,898.51,0
2786,556,0,1,40,5,125909.85,1,1,1,95124.4,0
2032,579,0,0,45,2,0.0,2,0,0,11514.39,0
1038,674,0,1,36,2,154525.7,1,0,1,27468.72,0
2211,570,0,0,29,0,0.0,1,1,0,37092.43,0
1571,631,0,1,51,8,100654.8,1,1,0,171587.9,0
2354,623,2,1,44,1,83325.77,1,0,1,80828.78,0
1623,665,0,1,35,8,110934.54,1,1,0,169287.99,0
2296,523,2,0,36,8,113680.54,1,0,0,13197.44,0
553,706,1,1,31,1,117020.08,2,1,0,54439.53,0
1270,619,0,0,49,9,145359.99,1,1,0,38186.85,0
1550,593,1,0,39,8,151391.68,1,1,0,27274.6,1
1429,608,2,1,66,8,123935.35,1,1,1,65758.19,0
1024,526,0,0,36,0,0.0,2,1,0,97767.63,0
1455,684,2,1,40,2,70291.02,1,1,1,115468.84,1
1552,604,1,0,42,10,166031.45,1,1,0,98293.14,0
2803,636,1,1,36,6,96643.32,1,0,0,182059.28,0
2458,669,2,0,33,8,0.0,2,0,1,128538.05,0
887,624,0,1,71,7,0.0,2,1,1,108841.83,0
2429,631,0,1,29,2,0.0,2,1,1,18581.84,0
2237,753,0,1,48,4,0.0,2,0,1,146821.42,0
2853,588,0,1,40,5,0.0,2,0,0,100727.68,0
1191,729,1,1,26,4,97268.1,2,1,0,39356.38,0
2295,602,0,0,42,10,0.0,2,0,0,169921.11,1
2659,689,1,0,55,1,76296.81,1,1,0,42364.75,1
2484,486,2,1,27,7,0.0,2,1,0,28823.04,0
1054,809,1,0,42,6,64497.94,3,0,1,182436.81,1
1541,562,0,1,38,5,0.0,1,1,0,115700.2,0
1756,763,2,0,32,8,0.0,2,1,0,16725.53,0
1738,669,0,1,57,5,0.0,2,1,1,56875.76,0
720,709,0,1,39,8,0.0,2,1,0,56214.09,0
1394,554,2,0,45,4,0.0,2,1,1,193412.05,0
1252,699,0,1,37,10,0.0,2,0,0,83263.04,0
1936,732,2,1,54,0,134249.7,1,0,1,13404.4,0
630,625,0,0,45,3,0.0,1,1,1,184474.15,1
162,599,0,1,30,9,105443.68,1,1,1,121124.53,0
2587,584,2,0,50,1,0.0,1,0,1,152567.75,1
1804,499,0,1,35,10,0.0,2,1,0,10722.54,0
1820,526,2,1,38,2,0.0,2,0,0,58010.98,0
1314,625,1,0,35,5,86147.46,2,1,0,163440.8,1
1369,537,2,0,38,1,96939.06,1,1,1,102606.92,0
1283,696,2,1,47,1,106758.6,1,1,1,80591.18,0
1199,679,0,0,33,9,112528.65,2,1,0,177362.45,0
1943,684,0,1,60,2,116563.58,1,1,0,120257.7,1
1127,850,0,1,32,4,0.0,1,1,1,180622.02,0
437,495,2,0,42,7,0.0,2,0,0,130404.53,0
144,537,2,0,38,6,141786.78,1,0,1,147797.54,0
2068,850,0,1,41,3,136416.82,1,0,1,57844.26,0
2436,513,0,1,30,5,0.0,2,1,0,162523.66,0
866,618,1,0,40,1,133245.52,2,1,1,54495.82,0
2520,802,1,0,41,4,90757.64,2,0,1,169183.66,0
14,547,0,1,43,1,92350.36,1,0,1,80262.91,0
1051,613,1,1,69,9,78778.49,1,0,1,8751.59,0
2431,592,1,0,34,6,102143.93,2,1,1,102628.98,0
2760,546,0,1,29,5,0.0,1,1,1,94823.95,0
2867,721,1,1,37,4,98459.6,1,0,0,90821.66,0
172,671,1,0,47,7,114603.76,2,1,0,153194.32,1
2305,624,2,1,35,2,0.0,2,1,0,87310.59,0
1057,751,1,0,51,7,148074.79,1,1,0,146411.41,1
1125,636,2,1,36,1,0.0,3,1,1,74048.1,1
1335,607,2,0,62,8,108004.64,1,1,1,23386.77,1
1808,509,1,0,29,0,107712.57,2,1,1,92898.17,0
2298,653,2,1,35,9,0.0,2,1,1,45956.05,0
2754,709,2,0,37,8,0.0,3,1,0,71738.56,0
641,559,0,1,32,9,145303.52,1,1,0,103560.98,0
1676,684,1,1,37,4,138476.41,2,1,1,52367.29,0
1962,635,0,0,27,8,127471.56,1,1,1,152916.05,1
1673,709,0,1,26,6,156551.63,1,0,1,4410.77,0
391,656,1,0,49,9,97092.87,1,1,0,74771.22,1
1689,793,0,1,32,2,0.0,2,1,0,193817.63,1
900,609,2,1,37,5,129312.79,1,1,1,26793.82,0
2295,618,1,0,29,10,100315.1,2,1,1,32526.64,0
883,850,0,0,35,6,81684.97,1,1,0,824.0,0
2806,669,2,1,51,3,88827.53,1,0,0,85250.77,1
2310,594,1,1,40,0,152092.44,2,1,1,83508.93,0
1605,616,2,1,71,4,0.0,2,1,1,173599.38,0
1674,676,0,0,49,1,0.0,1,1,0,79342.31,1
1700,608,2,0,38,9,102406.76,1,0,1,57600.66,0
2305,710,0,1,21,4,109130.96,2,1,1,56191.99,0
2389,695,0,1,29,5,0.0,2,1,1,6770.44,0
1673,530,1,1,33,9,75242.28,1,0,1,101694.67,0
1213,509,2,1,29,1,0.0,2,1,0,69113.14,0
1017,517,0,0,45,4,0.0,1,0,0,172674.36,1
823,758,1,1,33,0,129142.54,2,1,1,26606.28,0
2473,665,0,1,51,2,0.0,1,0,0,53353.36,0
2456,631,1,0,22,6,139129.92,1,1,1,63747.51,0
2013,576,2,1,33,3,0.0,2,0,1,190112.05,0
1195,544,2,1,22,3,66483.32,1,0,1,110317.39,0
1470,596,1,1,40,5,62389.03,3,1,0,148623.43,1
866,481,0,0,34,5,0.0,2,1,1,125253.46,0
559,498,0,1,46,1,91857.66,1,1,0,101954.78,1
792,512,2,1,31,6,0.0,2,1,0,168462.26,0
909,594,0,0,56,7,0.0,1,1,0,26215.85,1
314,570,0,0,30,10,176173.52,1,1,0,97045.32,1
1267,721,2,1,38,7,0.0,1,0,1,53534.8,0
410,453,0,0,37,4,131834.76,2,1,0,8949.2,0
2758,562,0,1,48,3,92347.96,1,1,1,163116.75,0
2849,682,0,1,40,4,0.0,2,1,1,140745.91,0
2857,748,0,1,40,3,95297.11,1,0,0,171515.84,0
915,729,0,0,32,9,0.0,2,0,0,150803.44,0
1617,663,0,1,39,4,0.0,1,1,0,76884.05,0
72,735,0,0,53,8,123845.36,2,0,1,170454.93,1
814,627,1,1,62,3,143426.34,2,1,1,143104.3,0
2864,713,0,1,46,5,0.0,1,1,1,55701.62,0
334,562,1,1,31,2,112708.2,1,0,1,186370.3,0
2762,632,0,1,43,2,100013.51,1,1,0,24275.32,0
371,479,0,0,33,2,208165.53,1,0,0,50774.81,1
1786,658,2,1,21,7,0.0,2,0,1,154279.87,0
497,598,0,0,40,9,0.0,1,1,0,68462.59,1
1251,597,0,1,19,2,0.0,2,1,1,91036.74,0
1607,512,0,0,33,6,121685.31,2,1,1,83681.97,0
1249,704,0,1,39,2,111525.02,1,1,0,199484.96,0
939,474,0,1,26,6,0.0,2,0,0,152491.22,0
1233,604,1,1,36,10,113546.3,1,1,1,134875.37,0
2114,683,0,1,41,6,95696.52,2,1,1,184366.14,0
1062,537,0,1,28,0,88963.31,2,1,1,189839.93,0
2003,794,2,1,31,0,144880.34,2,0,1,175643.44,0
1589,732,0,1,55,9,136576.02,1,0,1,3268.17,1
1587,495,0,0,38,2,63093.01,1,1,1,47089.72,0
1587,552,1,1,38,10,132271.12,2,1,1,46562.02,0
1031,602,0,0,29,3,88814.4,2,1,1,62487.97,0
1969,607,1,1,40,5,90594.55,1,0,1,181598.25,0
916,675,1,0,33,0,141816.25,1,1,0,64815.05,1
1003,443,0,0,54,3,138547.97,1,1,1,70196.23,1
945,727,0,0,31,2,52192.08,2,0,1,160383.47,0
1362,482,0,1,38,4,124976.19,1,1,0,35848.12,0
1833,686,0,0,34,1,0.0,2,1,0,87278.48,0
2831,588,1,1,35,3,104356.38,1,1,0,94498.82,0
746,605,2,0,48,10,150315.92,1,0,1,133486.36,0
2047,583,0,1,39,1,129299.28,2,1,0,73107.6,0
1350,738,1,1,37,7,140950.92,2,1,0,195333.98,0
1986,744,2,1,30,1,128065.12,1,1,0,121525.48,0
1763,781,0,1,23,2,107433.48,1,1,0,173843.21,0
517,699,0,1,34,2,117468.67,1,1,0,185227.42,0
403,639,0,0,27,2,0.0,2,0,0,125244.18,0
2239,583,0,0,27,4,0.0,3,1,0,163113.41,0
764,587,0,1,42,1,0.0,1,0,0,123006.91,0
2645,694,0,1,40,9,0.0,2,1,0,40463.03,0
91,570,0,0,29,4,153040.03,1,1,1,131363.57,1
152,692,1,1,45,6,142084.04,4,1,0,188305.85,1
1394,511,0,0,30,5,0.0,2,1,0,143994.86,0
2854,788,0,1,32,4,112079.58,1,0,0,89368.59,0
2886,526,2,1,66,7,132044.6,2,1,1,158365.89,0
1669,749,2,0,46,9,66582.81,1,1,0,78753.12,1
2446,691,0,0,33,6,0.0,2,1,1,100408.31,0
2205,481,0,0,39,6,0.0,1,1,1,24677.54,0
189,752,0,1,33,4,0.0,2,1,1,39570.78,0
2803,658,0,0,38,6,102895.1,1,0,0,155665.76,0
353,679,2,1,42,2,0.0,1,1,1,168294.27,0
427,754,1,1,27,7,117578.35,2,0,1,87908.01,0
1572,679,0,1,47,10,198546.1,2,1,0,191198.92,1
336,633,2,0,39,2,0.0,2,0,0,191207.03,0
2313,674,0,0,31,1,0.0,1,1,0,128954.05,0
1587,600,1,1,28,2,116623.31,1,0,1,59905.29,0
1763,645,2,1,49,8,0.0,2,1,0,162012.6,0
1223,698,0,1,36,6,0.0,2,0,1,19231.98,0
1235,508,2,1,54,10,0.0,1,1,1,175749.36,0
1098,555,0,0,44,3,105770.7,3,1,0,60533.96,1
391,751,0,0,48,9,0.0,1,1,0,137508.42,1
2279,738,0,0,39,1,94435.45,2,0,1,189430.86,0
254,706,1,0,39,8,112889.91,1,0,1,6723.66,0
326,595,0,0,53,7,0.0,2,1,0,41371.68,1
985,577,1,0,43,3,127940.47,1,0,0,125140.72,1
1232,578,1,0,36,8,129745.1,1,1,1,143683.75,0
1383,699,0,1,32,3,0.0,2,1,1,170770.44,0
542,826,0,0,30,5,0.0,2,0,1,157397.57,0
1296,656,1,0,46,7,141535.52,1,1,0,50595.15,1
2587,556,0,0,47,2,139914.27,1,1,1,50390.98,0
2576,569,0,1,41,4,120243.49,1,1,0,163150.03,1
517,765,0,1,34,9,91835.16,1,0,0,138280.17,0
2523,544,2,1,37,2,0.0,2,0,0,135067.02,0
764,588,2,0,22,9,67178.19,1,1,1,163534.75,1
975,740,2,0,31,8,0.0,2,0,0,86657.48,0
2868,850,2,1,38,7,115378.94,1,0,1,162087.82,0
1146,766,1,1,30,4,127786.28,2,1,1,28879.3,0
1716,849,0,0,41,6,0.0,2,1,1,169203.51,1
788,612,0,0,33,0,64900.32,2,1,0,102426.12,0
1608,517,1,1,53,0,109172.88,1,1,0,54676.1,1
2446,645,0,0,55,7,0.0,2,1,1,18369.33,0
2436,696,1,1,43,4,114091.38,1,0,1,159888.1,0
1585,716,0,0,40,3,0.0,2,0,1,167636.15,0
2247,590,0,1,32,9,0.0,2,1,0,138889.15,0
1983,656,0,0,45,7,145933.27,1,1,1,199392.14,0
2524,473,1,0,35,7,131504.73,1,1,0,189560.43,0
185,742,1,0,44,8,107926.02,1,0,1,17375.27,1
1204,834,1,0,57,8,112281.6,3,1,0,140225.14,1
24,721,0,1,41,7,0.0,2,0,1,61018.85,0
2134,590,2,1,29,10,0.0,1,1,1,51907.72,1
1455,516,2,0,31,7,0.0,1,1,0,47018.75,0
1037,850,0,1,33,0,124781.67,1,0,1,33700.52,0
2650,748,0,0,39,9,132865.56,1,1,1,59636.43,1
2097,798,1,0,38,4,129055.13,1,1,0,157147.59,0
1215,612,1,1,76,6,96166.88,1,1,1,191393.26,0
690,540,0,0,40,3,165298.12,1,0,1,199862.75,0
468,719,2,0,33,7,0.0,2,1,0,20016.59,0
1002,598,0,1,48,6,120682.53,1,1,0,30635.52,1
2646,796,2,1,32,5,102773.15,2,0,1,117832.88,0
1857,579,1,1,42,0,144386.32,1,1,1,22497.1,1
2045,850,1,0,40,7,104449.8,1,1,1,747.88,0
1285,599,2,1,35,6,137102.65,1,0,0,76870.81,0
1666,724,0,0,30,9,142475.87,1,1,1,107848.24,0
1863,508,0,0,43,9,0.0,1,1,0,103726.71,0
2607,773,2,1,37,2,103195.2,2,1,0,178268.36,0
2571,526,0,1,28,1,112070.44,1,0,1,126281.83,0
2106,542,0,0,29,7,0.0,2,0,1,196651.72,0
2831,470,0,1,35,1,96473.59,1,0,0,5962.3,0
241,805,2,1,37,5,0.0,2,1,0,21928.81,0
1196,548,1,1,49,9,108437.89,1,0,0,127022.87,1
1997,672,0,1,37,5,153195.59,1,1,1,162763.01,0
2754,773,0,1,45,8,96877.21,1,1,1,113950.51,0
116,614,0,1,44,6,0.0,2,0,1,104930.46,0
1460,537,0,0,38,10,0.0,1,0,0,52337.97,1
2696,704,0,0,40,6,95452.89,1,0,1,179964.55,0
2436,586,2,1,41,3,63873.56,1,1,0,83753.64,0
1463,677,0,0,24,0,148298.59,2,0,0,182913.95,0
408,558,2,0,31,7,0.0,2,1,0,166720.28,0
853,634,1,0,37,7,143258.85,2,1,0,192721.98,0
391,655,1,1,37,9,121342.24,1,1,1,180241.44,0
884,619,1,0,28,6,99152.73,2,1,0,48475.12,0
2899,662,0,0,41,4,0.0,2,1,0,126551.48,0
784,705,2,1,33,7,68423.89,1,1,1,64872.55,0
336,527,2,0,35,8,0.0,1,1,0,98031.53,1
1561,630,1,0,25,7,79656.81,1,1,0,93524.22,0
542,850,0,1,35,2,0.0,2,1,1,56991.66,0
393,668,0,0,53,10,110240.04,1,0,0,183980.56,1
1550,573,0,0,32,9,125321.84,2,1,1,130234.63,0
2180,680,0,1,27,3,0.0,1,1,0,32454.26,0
403,758,0,0,32,2,84378.9,1,1,1,75396.43,0
1352,597,0,1,45,7,0.0,2,0,0,167756.45,0
1573,580,1,1,35,10,136281.41,2,1,1,24799.47,0
1462,622,0,1,59,5,119380.37,1,1,1,60429.43,0
1900,638,1,1,62,4,108716.59,2,1,1,74241.09,0
1244,640,0,0,20,4,0.0,2,0,1,78310.82,0
1098,644,2,1,28,0,0.0,2,1,0,119419.37,0
1213,753,0,0,31,6,106596.29,1,0,0,91305.77,0
1697,629,0,0,37,10,99546.25,3,0,1,25136.95,1
2459,775,0,0,30,5,0.0,1,1,0,193880.6,1
1081,701,0,0,41,2,0.0,1,1,0,47856.78,0
745,708,2,1,19,7,112615.86,1,1,1,4491.77,0
1047,521,2,0,22,10,0.0,1,1,1,101311.95,0
1512,636,0,0,24,9,0.0,2,0,1,38830.72,0
1407,529,0,0,31,5,0.0,2,1,0,26817.23,0
2049,757,0,1,28,3,75381.15,1,1,1,199727.72,0
2306,767,2,0,24,5,0.0,2,1,1,67445.85,0
2023,525,2,1,33,5,0.0,2,1,0,161002.29,0
1805,759,2,1,38,1,0.0,2,1,0,20778.39,0
2113,520,1,0,45,1,123086.39,1,1,1,41042.4,1
28,738,0,0,26,3,0.0,2,1,0,67484.16,0
2002,548,2,1,37,4,0.0,1,1,0,121763.68,0
2715,535,2,1,48,9,109472.47,1,1,0,157358.43,1
465,615,2,1,59,4,155766.05,1,1,1,110275.17,0
2465,850,1,1,38,7,101985.81,2,0,0,43801.27,0
1242,487,0,0,34,2,96019.5,1,0,0,9085.0,0
1788,731,0,1,30,7,0.0,2,0,1,143086.09,0
2178,726,2,0,35,9,0.0,2,0,1,100556.98,0
2864,609,0,0,35,2,147900.43,1,1,0,140000.29,0
1804,714,0,1,52,4,100755.66,1,1,1,186775.25,0
515,694,2,0,35,7,0.0,1,1,0,133570.43,1
942,786,0,0,33,0,83036.05,1,0,1,154990.58,1
1226,698,2,1,27,6,125427.37,2,0,0,27654.44,0
1929,601,0,0,46,3,98202.76,1,0,0,137763.93,0
1694,769,2,1,41,1,72509.91,1,1,0,25723.73,0
918,850,1,1,44,3,140393.65,2,0,1,186285.52,0
2549,646,2,0,50,5,142644.64,2,1,1,142208.5,1
277,659,0,0,44,9,23503.31,1,0,1,169862.01,1
2864,487,2,1,33,8,145729.71,1,1,0,41365.85,0
2459,740,1,0,40,2,122295.17,2,1,1,30812.84,0
1944,686,0,1,39,4,0.0,2,1,0,155023.93,0
491,612,2,0,36,5,119799.27,2,1,0,159416.58,0
89,655,2,1,37,8,163708.58,2,0,0,76259.23,0
938,617,0,1,34,1,61687.33,2,1,0,105965.25,0
2796,674,0,0,27,4,79144.34,1,0,1,50743.83,0
196,711,2,1,32,5,0.0,2,1,1,147720.27,0
2189,624,1,0,27,7,104848.68,1,1,1,167387.36,0
1233,597,2,1,26,5,0.0,2,0,1,95159.13,0
744,682,2,1,46,4,0.0,1,1,1,4654.28,0
1609,775,0,1,45,8,0.0,1,1,0,130376.68,0
1018,727,0,0,29,1,146652.01,1,1,1,173486.39,0
1048,629,0,1,31,6,0.0,2,1,0,93881.75,0
1671,684,0,1,46,0,0.0,2,1,1,36376.97,0
1716,549,1,0,37,1,130622.34,2,1,1,128499.94,0
2753,593,1,1,69,2,187013.13,2,0,1,105898.69,0
2457,536,2,1,40,9,0.0,2,1,1,11959.03,0
60,707,0,0,36,6,0.0,1,0,0,98810.78,0
1066,592,2,1,41,0,0.0,2,1,0,65906.07,0
2337,703,0,1,44,6,98862.54,1,1,0,151516.7,0
336,723,2,0,45,4,0.0,2,1,0,37214.39,0
2100,452,1,1,52,1,98443.14,2,0,0,92033.98,0
999,552,2,1,42,4,0.0,2,0,0,195692.3,0
2698,633,0,0,47,0,0.0,1,1,1,6342.84,1
2840,479,1,0,23,9,123575.51,1,0,1,95148.28,0
1254,768,0,1,25,6,0.0,2,1,1,21215.67,0
2849,742,0,1,31,4,105239.1,1,1,1,19700.24,0
396,668,1,1,56,9,110993.79,1,1,0,134396.64,1
1660,707,2,1,44,3,0.0,2,1,1,135077.01,0
997,754,2,1,39,7,157691.98,2,1,0,133600.89,1
1069,544,1,1,47,5,105245.21,1,0,0,99922.08,1
1080,718,2,1,32,8,0.0,2,1,1,41399.33,0
99,762,0,1,31,7,117687.35,1,1,1,159344.43,0
2665,772,0,1,23,2,0.0,2,1,0,18364.19,0
2473,691,1,0,37,7,123067.63,1,1,1,98162.44,1
1595,502,0,1,45,0,0.0,1,0,0,84663.21,0
480,563,0,0,34,6,0.0,2,0,0,36536.93,0
2607,676,0,0,41,4,101457.14,1,1,1,79101.67,0
2657,576,2,1,52,2,100549.43,2,1,1,16644.16,0
590,629,2,1,35,4,174588.8,2,0,1,158420.14,0
1542,625,2,1,52,8,121161.57,1,1,0,48988.28,0
942,628,0,1,45,9,0.0,2,1,1,96862.56,0
230,471,1,0,36,5,90063.74,2,1,1,96366.7,0
768,811,0,0,45,5,0.0,2,1,1,146123.19,0
347,504,0,1,42,3,134936.97,2,0,0,135178.91,0
1339,687,0,0,24,3,110495.27,1,1,0,158615.41,0
1908,660,1,0,37,2,133200.09,1,0,0,71433.88,0
1264,548,0,0,41,4,82596.8,1,0,1,55672.09,0
1039,609,1,1,31,9,103837.75,1,1,1,150218.11,0
1975,659,2,0,42,2,0.0,1,0,0,162734.31,1
1085,526,0,1,52,8,93590.47,1,0,1,21228.71,1
1583,725,1,1,40,8,104149.66,1,1,0,62027.9,0
1849,519,1,1,38,1,114141.64,1,1,1,60988.21,1
4,562,1,0,31,9,117153.0,1,1,1,108675.01,0
1960,482,1,1,45,7,156353.46,1,1,0,72643.95,1
563,535,2,1,37,3,175534.78,2,1,1,9241.52,0
542,561,0,0,27,9,135637.0,1,1,0,153080.4,1
2148,661,0,0,30,7,0.0,2,1,0,72196.57,0
436,771,0,1,27,2,0.0,2,1,1,199527.34,0
1361,545,0,1,26,7,0.0,2,0,1,156598.23,0
542,850,1,0,33,2,83415.04,1,0,1,74917.64,0
939,601,1,1,43,3,141859.12,2,1,1,111249.62,0
527,712,1,1,38,7,132767.66,2,1,1,59115.77,0
2456,589,0,0,31,10,110635.32,1,1,0,148218.86,0
1761,600,2,1,37,8,177657.35,1,1,1,77142.32,0
1237,642,1,1,41,4,157777.58,1,1,0,67484.6,0
2375,575,1,1,47,9,107915.94,2,1,1,63452.18,1
2754,570,1,0,57,5,86568.75,1,0,1,103660.31,0
2837,532,1,1,52,9,137755.76,1,1,0,163191.99,1
1183,796,0,1,30,2,137262.71,2,1,0,62905.29,0
2541,833,2,1,32,6,0.0,1,1,1,44323.22,1
1550,642,2,0,36,6,0.0,2,1,1,97938.59,0
1304,655,0,1,28,10,0.0,2,0,1,126565.21,0
2645,736,1,1,50,9,116309.01,1,1,0,185360.4,1
287,617,0,0,34,0,131244.65,2,1,0,183229.02,0
1542,762,1,1,28,3,125155.83,2,1,1,106024.02,0
1218,703,1,1,35,5,140691.08,2,1,0,167810.26,0
1537,507,0,1,41,3,58820.32,2,1,1,138536.09,0
2527,581,1,0,26,3,105099.45,1,1,1,184520.0,1
1047,593,0,1,31,9,0.0,2,0,1,20492.16,0
165,648,0,1,23,9,168372.52,1,1,0,134676.72,0
2133,462,1,1,34,1,94682.56,2,1,0,138478.2,0
2341,596,2,1,36,2,0.0,2,0,1,125557.95,0
2674,627,0,0,44,5,0.0,2,1,0,82969.61,1
2912,494,0,1,40,7,0.0,2,0,1,158071.69,0
2061,627,0,1,73,0,146329.73,1,0,1,43615.67,0
1873,850,2,1,37,2,0.0,2,1,0,119969.99,0
400,632,0,0,49,5,167962.7,1,0,0,140201.21,0
1438,490,0,1,33,1,0.0,2,1,1,80792.83,0
1537,715,0,1,40,7,0.0,1,1,1,141359.11,0
1194,679,0,1,48,8,0.0,2,1,0,23344.94,0
1565,619,0,1,44,3,116967.68,1,1,0,5075.17,1
925,465,2,0,33,6,0.0,2,1,1,95500.98,0
416,736,2,1,32,7,0.0,1,0,1,79082.62,0
1660,501,1,0,34,7,93244.42,1,0,1,199805.63,0
1334,535,0,0,29,5,0.0,2,0,1,52709.55,0
2434,759,0,0,33,2,0.0,2,1,0,56583.88,0
2345,819,0,1,35,1,0.0,2,0,1,3385.04,0
2436,533,1,1,43,4,80442.06,2,0,1,12537.42,0
2868,632,1,0,35,2,150561.03,2,0,0,64722.61,0
1429,686,0,1,60,9,0.0,3,1,1,75246.21,1
1370,687,0,0,34,9,125474.44,1,1,0,198929.84,0
497,667,1,0,33,4,127076.68,2,1,0,69011.66,0
1967,699,2,0,25,8,0.0,2,1,1,52404.47,0
1684,497,2,1,37,8,128650.11,2,1,1,163641.53,0
2404,780,2,0,33,6,145580.61,1,1,1,154598.56,0
1761,652,0,0,51,3,0.0,1,1,0,173989.47,1
1589,477,0,1,47,9,144900.58,1,1,0,61315.37,1
2831,652,0,0,37,4,0.0,2,1,0,143393.24,0
1234,488,0,0,31,8,97588.6,1,0,0,124210.53,0
2856,572,0,1,24,1,0.0,2,1,1,151460.84,0
909,755,0,0,38,1,0.0,2,1,0,20734.81,0
1335,779,1,0,24,10,122200.31,2,1,0,43705.56,0
2101,693,2,0,46,3,151709.33,1,1,0,180736.24,0
1969,530,2,0,22,7,0.0,2,1,0,104170.48,0
812,738,2,0,33,3,122134.4,2,0,1,27867.59,0
2662,690,1,1,31,2,137260.45,2,1,0,55387.28,0
2677,611,0,0,30,9,88594.14,1,1,0,196332.45,0
1265,643,2,1,34,6,0.0,2,1,1,116046.22,0
1642,632,1,1,41,8,127205.32,4,1,0,93874.87,1
2420,727,2,0,31,10,96997.09,2,0,0,76614.04,0
650,508,0,0,64,2,0.0,1,1,1,6076.62,0
1509,550,0,1,31,5,142200.19,2,1,1,122221.71,0
2373,754,1,0,39,3,160761.41,1,1,1,24156.03,0
888,759,0,1,26,4,0.0,2,1,0,135394.62,0
1423,794,2,1,33,8,0.0,2,0,0,91340.02,0
1667,549,0,1,29,3,0.0,2,1,0,146090.38,0
2913,671,0,1,31,0,116234.61,1,1,0,172096.08,0
89,756,1,0,26,5,155143.52,1,0,1,135034.57,1
2914,632,0,0,21,1,0.0,2,1,0,84008.66,0
2137,579,0,1,38,8,0.0,2,0,0,91763.67,0
2700,748,0,1,34,5,84009.47,1,1,1,137001.1,0
2803,488,1,0,28,7,139246.22,2,1,0,106799.49,0
1054,710,1,1,58,7,170113.0,2,0,1,10494.64,0
537,619,2,0,41,8,0.0,3,1,1,79866.73,1
1431,773,0,1,64,2,145578.28,1,0,1,186172.85,0
2389,657,2,1,75,7,126273.95,1,0,1,91673.6,0
816,579,0,0,26,10,162482.76,1,1,1,18458.2,0
